code	name	city	state	country
KQB	Koonibba	Koonibba	SA	AU
LGH	Leigh Creek	Leigh Creek	SA	AU
LOC	Lock	Lock	SA	AU
MHC	Macmahon Camp 4	Macmahon Camp 4	SA	AU
MRP	Marla	Marla	SA	AU
RRE	Marree	Marree	SA	AU
RTY	Merty	Merty	SA	AU
MLR	Millicent	Millicent	SA	AU
XML	Minlaton	Minlaton	SA	AU
MIN	Minnipa	Minnipa	SA	AU
MWT	Moolawatana	Moolawatana	SA	AU
MOO	Moomba	Moomba	SA	AU
MGB	Mount Gambier	Mount Gambier	SA	AU
GSN	Mount Gunson	Mount Gunson	SA	AU
MVK	Mulka	Mulka	SA	AU
MNE	Mungeranie	Mungeranie	SA	AU
NAC	Naracoorte	Naracoorte	SA	AU
NUR	Nullarbor	Nullarbor	SA	AU
OLP	Olympic Dam	Olympic Dam	SA	AU
ODD	Oodnadatta	Oodnadatta	SA	AU
PDE	Pandie Pandie	Pandie Pandie	SA	AU
PDN	Parndana	Parndana	SA	AU
PEA	Penneshaw	Penneshaw	SA	AU
PEY	Penong	Penong	SA	AU
PUG	Port Augusta	Port Augusta	SA	AU
PLO	Port Lincoln	Port Lincoln	SA	AU
PPI	Port Pirie	Port Pirie	SA	AU
RMK	Renmark	Renmark	SA	AU
KBY	Streaky Bay	Streaky Bay	SA	AU
TAQ	Tarcoola	Tarcoola	SA	AU
WYA	Whyalla	Whyalla	SA	AU
UMR	Woomera	Woomera	SA	AU
WUD	Wudinna	Wudinna	SA	AU
KYI	Yalata Mission	Yalata Mission	SA	AU
KYB	Yangoonabie	Yangoonabie	SA	AU
ORR	Yorketown	Yorketown	SA	AU
BWT	Burnie Wynyard	Burnie	TS	AU
CBI	Cape Barren Island	Cape Barren Island	TS	AU
DPO	Devonport	Devonport	TS	AU
FLS	Flinders Island	Flinders Island	TS	AU
GEE	George Town	George Town	TS	AU
HBA	Hobart	Hobart	TS	AU
KNS	King Island	King Island	TS	AU
LTB	Latrobe	Latrobe	TS	AU
LST	Launceston	Launceston	TS	AU
UEE	Queenstown	Queenstown	TS	AU
SIO	Smithton	Smithton	TS	AU
HLS	St Helens	St Helens	TS	AU
SRN	Strahan	Strahan	TS	AU
ARY	Ararat	Ararat	VI	AU
AVV	Avalon	Avalon	VI	AU
BSJ	Bairnsdale	Bairnsdale	VI	AU
BLN	Benalla	Benalla	VI	AU
BXG	Bendigo	Bendigo	VI	AU
BRJ	Bright	Bright	VI	AU
XCO	Colac	Colac	VI	AU
CYG	Corryong	Corryong	VI	AU
ECH	Echuca	Echuca	VI	AU
FLC	Falls Creek	Falls Creek	VI	AU
GEX	Geelong	Geelong	VI	AU
HLT	Hamilton	Hamilton	VI	AU
HTU	Hopetoun	Hopetoun	VI	AU
HSM	Horsham	Horsham	VI	AU
KRA	Kerang	Kerang	VI	AU
XMC	Mallacoota	Mallacoota	VI	AU
MEB	Essendon	Melbourne	VI	AU
MEL	Tullamarine	Melbourne	VI	AU
MQL	Mildura	Mildura	VI	AU
MBW	Moorabbin	Moorabbin	VI	AU
MBF	Mount Buffalo	Mount Buffalo	VI	AU
MHU	Mount Hotham	Mount Hotham	VI	AU
RBS	Orbost	Orbost	VI	AU
OYN	Ouyen	Ouyen	VI	AU
PTJ	Portland	Portland	VI	AU
RBC	Robinvale	Robinvale	VI	AU
SXE	Sale	Sale	VI	AU
SHT	Shepparton	Shepparton	VI	AU
SWC	Stawell	Stawell	VI	AU
SWH	Swan Hill	Swan Hill	VI	AU
TGN	La Trobe Regional	Traralgon	VI	AU
WGT	Wangaratta	Wangaratta	VI	AU
WKB	Warracknabeal	Warracknabeal	VI	AU
WMB	Warrnambool	Warrnambool	VI	AU
WHL	Welshpool	Welshpool	VI	AU
ALH	Albany	Albany	WA	AU
GYL	Argyle	Argyle	WA	AU
AGY	Argyle Downs	Argyle Downs	WA	AU
BQW	Balgo Hills	Balgo Hills	WA	AU
BWB	Barrow Island	Barrow Island	WA	AU
BEE	Beagle Bay	Beagle Bay	WA	AU
BDW	Bedford Downs	Bedford Downs	WA	AU
BXF	Belburn	Belburn	WA	AU
BVZ	Beverley Springs	Beverley Springs	WA	AU
BBE	Big Bell	Big Bell	WA	AU
BIW	Billiluna	Billiluna	WA	AU
BME	Broome	Broome	WA	AU
BUY	Bunbury	Bunbury	WA	AU
BQB	Bussellton Airport	Bussellton	WA	AU
CGV	Caiguna	Caiguna	WA	AU
CRY	Carlton Hill	Carlton Hill	WA	AU
CVQ	Carnarvon	Carnarvon	WA	AU
CBC	Cherrabun	Cherrabun	WA	AU
CXQ	Christmas Creek	Christmas Creek	WA	AU
CIE	Collie	Collie	WA	AU
COY	Coolawanyah	Coolawanyah	WA	AU
CUY	Cue	Cue	WA	AU
DGD	Dalgaranga	Dalgaranga	WA	AU
DNM	Denham	Denham	WA	AU
DRB	Derby	Derby	WA	AU
DOX	Dongara	Dongara	WA	AU
DNG	Doongan	Doongan	WA	AU
DRY	Drysdale River	Drysdale River	WA	AU
ENB	Eneabba West	Eneabba West	WA	AU
EPR	Esperance	Esperance	WA	AU
EUC	Eucla	Eucla	WA	AU
EXM	Exmouth Gulf	Exmouth Gulf	WA	AU
FIZ	Fitzroy Crossing	Fitzroy Crossing	WA	AU
FVL	Flora Valey	Flora Valley	WA	AU
FOS	Forrest	Forrest	WA	AU
FVR	Forrest River	Forrest River	WA	AU
FSL	Fossil Downs	Fossil Downs	WA	AU
GSC	Gascoyne Junction	Gascoyne Junction	WA	AU
GET	Geraldton	Geraldton	WA	AU
GBV	Gibb River	Gibb River	WA	AU
GLY	Goldsworthy	Goldsworthy	WA	AU
GDD	Gordon Downs	Gordon Downs	WA	AU
HCQ	Halls Creek	Halls Creek	WA	AU
HLL	Hillside	Hillside	WA	AU
JAD	Jandakot	Jandakot	WA	AU
JUR	Jurien Bay	Jurien Bay	WA	AU
KAX	Kalbarri	Kalbarri	WA	AU
KGI	Kalgoorlie	Kalgoorlie	WA	AU
UBU	Kalumburu	Kalumburu	WA	AU
KDB	Kambalda	Kambalda	WA	AU
KTA	Karratha	Karratha	WA	AU
KNI	Katanning	Katanning	WA	AU
KBD	Kimberley Downs	Kimberley Downs	WA	AU
KNX	Kununurra	Kununurra	WA	AU
LGE	Lake Gregory	Lake Gregory	WA	AU
LDW	Lansdowne	Lansdowne	WA	AU
LVO	Laverton	Laverton	WA	AU
LEA	Learmonth	Learmonth	WA	AU
LER	Leinster	Leinster	WA	AU
LNO	Leonora	Leonora	WA	AU
LLL	Lissadell	Lissadell	WA	AU
MQA	Mandora	Mandora	WA	AU
MJP	Manjimup	Manjimup	WA	AU
MBB	Marble Bar	Marble Bar	WA	AU
MQZ	Margaret River	Margaret River	WA	AU
MGV	Margaret River	Margaret River Station	WA	AU
MKR	Meekatharra	Meekatharra	WA	AU
MIH	Mitchell Plateau	Mitchell Plateau	WA	AU
MJK	Shark Bay	Monkey Mia	WA	AU
MWB	Morawa	Morawa	WA	AU
MHO	Mount House	Mount House	WA	AU
WME	Mount Keith	Mount Keith	WA	AU
MMG	Mount Magnet	Mount Magnet	WA	AU
MBN	Mt Barnett	Mt Barnett	WA	AU
MUQ	Muccan	Muccan	WA	AU
MXU	Mullewa	Mullewa	WA	AU
MYO	Myroodah	Myroodah	WA	AU
NRG	Narrogin	Narrogin	WA	AU
ZNE	Newman	Newman	WA	AU
NLS	Nicholson	Nicholson	WA	AU
NIF	Nifty	Nifty	WA	AU
NKB	Noonkanbah	Noonkanbah	WA	AU
NSM	Norseman	Norseman	WA	AU
NLL	Nullagine	Nullagine	WA	AU
ONS	Onslow	Onslow	WA	AU
ODR	Ord River	Ord River	WA	AU
PBO	Paraburdoo	Paraburdoo	WA	AU
PRD	Pardoo	Pardoo	WA	AU
PER	Perth	Perth	WA	AU
PHE	Port Hedland	Port Hedland	WA	AU
RBU	Roebourne	Roebourne	WA	AU
RTS	Rottnest Island	Rottnest Island	WA	AU
RHL	Roy Hill	Roy Hill	WA	AU
NDS	Sandstone	Sandstone	WA	AU
SWB	Shaw River	Shaw River	WA	AU
SGP	Shay Gap	Shay Gap	WA	AU
SQC	Southern Cross	Southern Cross	WA	AU
ZVG	Springvale	Springvale	WA	AU
SSK	Sturt Creek	Sturt Creek	WA	AU
TBL	Tableland	Tableland	WA	AU
TEF	Telfer	Telfer	WA	AU
TDN	Theda Station	Theda	WA	AU
TPR	Tom Price	Tom Price	WA	AU
TKY	Turkey Creek	Turkey Creek	WA	AU
USL	Useless Loop	Useless Loop	WA	AU
WLA	Wallal	Wallal	WA	AU
WRW	Warrawagine	Warrawagine	WA	AU
WUN	Wiluna	Wiluna	WA	AU
WND	Windarra	Windarra	WA	AU
WIT	Wittenoom	Wittenoom	WA	AU
WWI	Woodie Woodie	Woodie Woodie	WA	AU
WYN	Wyndham	Wyndham	WA	AU
YLG	Yalgoo	Yalgoo	WA	AU
YNN	Yandi	Yandicoogina	WA	AU
KYF	Yeelirrie	Yeelirrie	WA	AU
AUA	Reina Beatrix	Aruba		AW
BAK	Baku	Baku		AZ
KVD	Gyandzha	Gyandzha		AZ
NAJ	Nakhichevan	Nakhichevan		AZ
BNX	Banja Luka	Banja Luka		BA
OMO	Mostar	Mostar		BA
SJJ	Butmir	Sarajevo		BA
TZL	Tuzla International	Tuzla		BA
BGI	Grantley Adams Intl	Bridgetown		BB
BZL	Barisal	Barisal		BD
CGP	Patenga	Chittagong		BD
CLA	Comilla	Comilla		BD
CXB	Cox's Bazar	Cox's Bazar		BD
DAC	Zia International	Dhaka		BD
IRD	Ishurdi	Ishurdi		BD
JSR	Jessore	Jessore		BD
KHL	Khulna	Khulna		BD
RJH	Rajshahi	Rajshahi		BD
RAU	Rangpur	Rangpur		BD
SPD	Saidpur	Saidpur		BD
SDW	Sandwip	Sandwip		BD
ZHM	Shamshernagar	Shamshernagar		BD
SAJ	Sirajganj	Sirajganj		BD
ZYL	Civil	Sylhet		BD
TKR	Thakurgaon	Thakurgaon		BD
ANR	Deurne	Antwerp		BE
BRU	National	Brussels		BE
CRL	Charleroi Brussels	Brussels		BE
GNE	Ghent	Ghent		BE
KNO	Knokke/Het Zoute	Knokke/Het Zoute		BE
KJK	Kortrijk	Kortrijk		BE
LGG	Bierset	Liege		BE
MWW	Mouscron	Mouscron		BE
OBL	Zoersel	Zoersel		BE
XAR	Aribinda	Aribinda		BF
ARL	Arly	Arly		BF
BNR	Banfora	Banfora		BF
BOY	Borgo	Bobo Dioulasso		BF
XBG	Bogande	Bogande		BF
XBO	Boulsa	Boulsa		BF
DGU	Dedougou	Dedougou		BF
DIP	Diapaga	Diapaga		BF
XDE	Diebougou	Diebougou		BF
XDJ	Djibo	Djibo		BF
DOR	Dori	Dori		BF
FNG	Fada Ngourma	Fada Ngourma		BF
XGA	Gaoua	Gaoua		BF
XGG	Gorom-Gorom	Gorom-Gorom		BF
XKA	Kantchari	Kantchari		BF
XKY	Kaya	Kaya		BF
XLU	Leo	Leo		BF
XNU	Nouna	Nouna		BF
OUA	Ouagadougou	Ouagadougou		BF
OUG	Ouahigouya	Ouahigouya		BF
XPA	Pama	Pama		BF
PUP	Po	Po		BF
XSE	Sebba	Sebba		BF
TMQ	Tambao	Tambao		BF
TEG	Tenkodogo	Tenkodogo		BF
TUQ	Tougan	Tougan		BF
XZA	Zabre	Zabre		BF
BOJ	Bourgas	Bourgas		BG
GOZ	Gorna Orechovitsa	Gorna Orechovitsa		BG
HKV	Haskovo	Haskovo		BG
JAM	Jambol	Jambol		BG
KDG	Kardjali	Kardjali		BG
PVN	Pleven	Pleven		BG
PDV	Plovdiv	Plovdiv		BG
ROU	Rousse	Rousse		BG
SLS	Silistra	Silistra		BG
SOF	Sofia	Sofia		BG
SZR	Stara Zagora	Stara Zagora		BG
TGV	Targovishte	Targovishte		BG
VAR	Varna	Varna		BG
VID	Vidin	Vidin		BG
BAH	Bahrain Intl	Bahrain		BH
GBQ	Muharraq	Muharraq		BH
BJM	Bujumbura	Bujumbura		BI
GID	Gitega	Gitega		BI
KRE	Kirundo	Kirundo		BI
COO	Cotonou	Cotonou		BJ
DJA	Djougou	Djougou		BJ
KDC	Kandi	Kandi		BJ
NAE	Natitingou	Natitingou		BJ
PKO	Parakou	Parakou		BJ
SVF	Save	Save		BJ
NWU	NAS	Bermuda		BM
BDA	Bermuda Intl	Bermuda/Hamilton		BM
BWN	Brunei International	Bandar Seri Begawan		BN
APB	Apolo	Apolo		BO
ASC	Ascension	Ascension		BO
BVL	Baures	Baures		BO
BJO	Bermejo	Bermejo		BO
CAM	Camiri	Camiri		BO
CIJ	E. Beltram	Cobija		BO
CBB	J Wilsterman	Cochabamba		BO
CEP	Concepcion	Concepcion		BO
GYA	Guayaramerin	Guayaramerin		BO
BVK	Huacaraje	Huacaraje		BO
LPB	El Alto	La Paz		BO
MGD	Magdalena	Magdalena		BO
MHW	Monteagudo	Monteagudo		BO
ORU	Oruro	Oruro		BO
POI	Potosi	Potosi		BO
PUR	Puerto Rico	Puerto Rico		BO
PSZ	Puerto Suarez	Puerto Suarez		BO
REY	Reyes	Reyes		BO
RIB	Gen Buech	Riberalta		BO
RBO	Robore	Robore		BO
RBQ	Rurrenabaque	Rurrenabaque		BO
SRJ	Capitan G Q Guardia	San Borja		BO
SNM	San Ignacio De M	San Ignacio De M		BO
SNG	San Ignacio De Velasco	San Ignacio De Velasco		BO
SJV	San Javier	San Javier		BO
SJB	San Joaquin	San Joaquin		BO
SJS	San Jose	San Jose		BO
MQK	San Matias	San Matias		BO
SRD	San Ramon	San Ramon		BO
SBL	Yacuma	Santa Ana		BO
VVI	Viru Viru Intl	Santa Cruz		BO
SRZ	El Trompillo	Santa Cruz		BO
SRB	Santa Rosa	Santa Rosa		BO
SRE	Sucre	Sucre		BO
TJA	Tarija	Tarija		BO
TDD	Trinidad	Trinidad		BO
VAH	Vallegrande	Vallegrande		BO
VLM	Villamontes	Villamontes		BO
BYC	Yacuiba	Yacuiba		BO
CZS	Campo Intl	Cruzeiro Do Sul	AC	BR
FEJ	Feijo	Feijo	AC	BR
RBR	Pres. Medici	Rio Branco	AC	BR
ZMD	Sena Madureira	Sena Madureira	AC	BR
TRQ	Tarauaca	Tarauaca	AC	BR
APQ	Arapiraca	Arapiraca	AL	BR
MCZ	Palmares	Maceio	AL	BR
BAZ	Barbelos	Barbelos	AM	BR
BCR	Boca Do Acre	Boca Do Acre	AM	BR
RBB	Borba	Borba	AM	BR
CAF	Carauari	Carauari	AM	BR
CIZ	Coari	Coari	AM	BR
ERN	Eirunepe	Eirunepe	AM	BR
IPG	Ipiranga	Ipiranga	AM	BR
ITA	Itacoatiara	Itacoatiara	AM	BR
LBR	Labrea	Labrea	AM	BR
MAO	Eduardo Gomes Intl	Manaus	AM	BR
MNX	Manicore	Manicore	AM	BR
MBZ	Maues	Maues	AM	BR
NVP	Novo Aripuana	Novo Aripuana	AM	BR
PIN	Parintins	Parintins	AM	BR
PIG	Pitinga	Pitinga	AM	BR
PLL	Ponta Pelada	Ponta Pelada	AM	BR
SJL	Da Cachoeira	Sao Gabriel	AM	BR
TBT	 Intl	Tabatinga	AM	BR
TFF	Tefe	Tefe	AM	BR
MCP	 Intl	Macapa	AP	BR
OYK	Oiapoque	Oiapoque	AP	BR
BQQ	Barra	Barra	BA	BR
BRA	Barreiras	Barreiras	BA	BR
BVM	Belmonte	Belmonte	BA	BR
LAZ	Bom Jesus Da Lapa	Bom Jesus Da Lapa	BA	BR
BMS	Brumado	Brumado	BA	BR
CCQ	Cachoeira	Cachoeira	BA	BR
CNV	Canavieiras	Canavieiras	BA	BR
CRQ	Caravelas	Caravelas	BA	BR
FEC	Feira De Santana	Feira De Santana	BA	BR
GNM	Guanambi	Guanambi	BA	BR
IOS	Eduardo Gomes	Ilheus	BA	BR
IPU	Ipiau	Ipiau	BA	BR
IRE	Irece	Irece	BA	BR
ITN	Itabuna	Itabuna	BA	BR
ITE	Itubera	Itubera	BA	BR
JCM	Jacobina	Jacobina	BA	BR
JEQ	Jequie	Jequie	BA	BR
LEC	Chapada Diamantina	Lencois	BA	BR
MVS	Mucuri	Mucuri	BA	BR
PAV	Paulo Afonso	Paulo Afonso	BA	BR
BPS	Porto Seguro	Porto Seguro	BA	BR
PDF	Prado	Prado	BA	BR
SSA	 Luis R. Magalhaes	Salvador	BA	BR
SEI	Senhor Do Bonfim	Senhor Do Bonfim	BA	BR
TXF	Teixeira de Freitas	Teixeira de Freitas	BA	BR
UNA	Una	Una	BA	BR
VAL	Valenca	Valenca	BA	BR
VDC	Vitoria Da Conquista	Vitoria Da Conquista	BA	BR
CMC	Camocim	Camocim	CE	BR
FOR	Pinto Martins	Fortaleza	CE	BR
JDO	Regional Do Cariri	Juazeiro Do Norte	CE	BR
BSB	Brasilia	Brasilia	DF	BR
CDI	Cachoeiro Itapemirim	Cachoeiro Itapemirim	ES	BR
GUZ	Guarapari	Guarapari	ES	BR
SBJ	Sao Mateus	Sao Mateus	ES	BR
VIX	Eurico Sales	Vitoria	ES	BR
FEN	Fernando De Noronha	Fernando De Noronha	FN	BR
APS	Anapolis	Anapolis	GO	BR
ARS	Aragarcas	Aragarcas	GO	BR
CLV	Caldas Novas	Caldas Novas	GO	BR
TLZ	Catalao	Catalao	GO	BR
GYN	Santa Genoveva	Goiania	GO	BR
ITR	Itumbiara	Itumbiara	GO	BR
JTI	Jatai	Jatai	GO	BR
MQH	Minacu	Minacu	GO	BR
NQL	Niquelandia	Niquelandia	GO	BR
RVD	Rio Verde	Rio Verde	GO	BR
SQM	Sao Miguel Araguaia	Sao Miguel Araguaia	GO	BR
APY	Alto Parnaiba	Alto Parnaiba	MA	BR
BSS	Balsas	Balsas	MA	BR
BDC	Barra Do Corda	Barra Do Corda	MA	BR
BRB	Barreirinhas	Barreirinhas	MA	BR
CLN	Carolina	Carolina	MA	BR
CTP	Carutapera	Carutapera	MA	BR
CPU	Cururupu	Cururupu	MA	BR
GMS	Guimaraes	Guimaraes	MA	BR
IMP	Imperatriz	Imperatriz	MA	BR
PHI	Pinheiro	Pinheiro	MA	BR
PDR	Presidente Dutra	Presidente Dutra	MA	BR
SLZ	Mal. Cunha Machado	Sao Luiz	MA	BR
AMJ	Almenara	Almenara	MG	BR
AAX	Araxa	Araxa	MG	BR
CNF	Tancredo Neves Intl	Belo Horizonte	MG	BR
BHZ	All airports	Belo Horizonte	MG	BR
PLU	Pampulha	Belo Horizonte	MG	BR
NBV	Cana Brava	Cana Brava	MG	BR
DIQ	Divinopolis	Divinopolis	MG	BR
ESI	Espinosa	Espinosa	MG	BR
GVR	Governador Valadares	Governador Valadares	MG	BR
IPN	Usiminas	Ipatinga	MG	BR
ITI	Itambacuri	Itambacuri	MG	BR
JNA	Januaria	Januaria	MG	BR
JDF	Francisco De Assis	Juiz De Fora	MG	BR
LEP	Leopoldina	Leopoldina	MG	BR
MOC	Montes Claros	Montes Claros	MG	BR
NNU	Nanuque	Nanuque	MG	BR
PSW	Passos	Passos	MG	BR
POJ	Patos De Minas	Patos De Minas	MG	BR
PIV	Pirapora	Pirapora	MG	BR
POO	Pocos De Caldas	Pocos De Caldas	MG	BR
PPY	Pouso Alegre	Pouso Alegre	MG	BR
SSO	Sao Lourenco	Sao Lourenco	MG	BR
TFL	Teofilo Otoni	Teofilo Otoni	MG	BR
UBA	Uberaba	Uberaba	MG	BR
UDI	Eduardo Gomes	Uberlandia	MG	BR
VAG	Trompowsky	Varginha	MG	BR
CGR	 Intl	Campo Grande	MS	BR
CSS	Cassilandia	Cassilandia	MS	BR
CMG	 Intl	Corumba	MS	BR
DOU	Dourados	Dourados	MS	BR
ILB	Ilha Solteira	Ilha Solteira	MS	BR
PBB	Paranaiba	Paranaiba	MS	BR
PMG	Ponta Pora	Ponta Pora	MS	BR
AFL	Alta Floresta	Alta Floresta	MT	BR
AIR	Aripuana	Aripuana	MT	BR
BPG	Barra Do Garcas	Barra Do Garcas	MT	BR
CCX	Caceres	Caceres	MT	BR
CQA	Canarana Airport	Canarana	MT	BR
CFO	Confreza	Confreza	MT	BR
CGB	M. Rondon	Cuiaba	MT	BR
DMT	Diamantino	Diamantino	MT	BR
AUB	Itauba	Itauba	MT	BR
JUA	Juara	Juara	MT	BR
JIA	Juina	Juina	MT	BR
JRN	Juruena	Juruena	MT	BR
MTG	Mato Grosso	Mato Grosso	MT	BR
MBK	Matupa	Matupa	MT	BR
NOK	Nova Xavantina	Nova Xavantina	MT	BR
LCB	Pontes e Lacerda	Pontes e Lacerda	MT	BR
PBX	Porto Alegre Do Norte	Porto Alegre Do Norte	MT	BR
PBV	Porto Dos Gauchos	Porto Dos Gauchos	MT	BR
ROO	Rondonopolis	Rondonopolis	MT	BR
STZ	Confresa	Santa Terezinha	MT	BR
SXO	Sao Felix Do Araguaia	Sao Felix Do Araguaia	MT	BR
OPS	Sinop	Sinop	MT	BR
SWM	Suia-Missu	Suia-Missu	MT	BR
TGQ	Tangara da Serra	Tangara da Serra	MT	BR
VLP	Vila Rica	Vila Rica	MT	BR
ALT	Alenquer	Alenquer	PA	BR
ATM	Altamira	Altamira	PA	BR
BEL	Val De Cans	Belem	PA	BR
BVS	Breves	Breves	PA	BR
CMT	Cameta	Cameta	PA	BR
CKS	Carajas	Carajas	PA	BR
CDJ	Conceicao Do Araguaia	Conceicao Do Araguaia	PA	BR
ITB	Itaituba	Itaituba	PA	BR
JCR	Jacareacanga	Jacareacanga	PA	BR
MAB	Maraba	Maraba	PA	BR
MTE	Monte Alegre	Monte Alegre	PA	BR
MEU	Monte Dourado	Monte Dourado	PA	BR
OBI	Obidos	Obidos	PA	BR
ORX	Oriximina	Oriximina	PA	BR
OIA	Ourilandia	Ourilandia	PA	BR
PTQ	Porto de Moz	Porto de Moz	PA	BR
PGG	Progresso	Progresso	PA	BR
RDC	Redencao	Redencao	PA	BR
CMP	Campo Alegre	Santana Do Araguaia	PA	BR
STM	Eduardo Gomes	Santarem	PA	BR
SXX	Sao Felix Do Xingu	Sao Felix Do Xingu	PA	BR
RRN	Serra Norte	Serra Norte	PA	BR
RSG	Serra Pelada	Serra Pelada	PA	BR
SFK	Soure	Soure	PA	BR
TMT	Trombetas	Trombetas	PA	BR
TUZ	Tucuma	Tucuma	PA	BR
TUR	Tucurui	Tucurui	PA	BR
XIG	Xinguara	Xinguara	PA	BR
CPV	Joao Suassuna	Campina Grande	PB	BR
JPA	Castro Pinto	Joao Pessoa	PB	BR
CAU	Caruaru	Caruaru	PE	BR
PNZ	 Intl	Petrolina	PE	BR
REC	Guararapes Intl	Recife	PE	BR
FLB	Cangapara	Floriano	PI	BR
GDP	Guadalupe	Guadalupe	PI	BR
PHB	Santos Dumont	Parnaiba	PI	BR
PCS	Picos	Picos	PI	BR
THE	Teresina	Teresina	PI	BR
APU	Apucarana	Apucarana	PR	BR
APX	Arapongas	Arapongas	PR	BR
AAG	Arapoti	Arapoti	PR	BR
CBW	Campo Mourao	Campo Mourao	PR	BR
CAC	Cascavel	Cascavel	PR	BR
CKO	Cornelio Procopio	Cornelio Procopio	PR	BR
CWB	Afonso Pena	Curitiba	PR	BR
BFH	Bacacheri	Curitiba.	PR	BR
FBE	Francisco Beltrao	Francisco Beltrao	PR	BR
GPB	Tancredo T. Faria	Guarapuava	PR	BR
IGU	Cataratas	Iguassu Falls	PR	BR
LDB	Londrina	Londrina	PR	BR
MGF	Regional De Maringa	Maringa	PR	BR
PNG	Paranagua	Paranagua	PR	BR
PVI	Paranavai	Paranavai	PR	BR
PTO	Pato Branco	Pato Branco	PR	BR
PGZ	Sant'Ana	Ponta Grossa	PR	BR
TEC	Telemaco Borba	Telemaco Borba	PR	BR
TOW	Toledo	Toledo	PR	BR
UMU	Ernesto Geisel	Umuarama	PR	BR
BZC	Buzios	Buzios	RJ	BR
CFB	Cabo Frio	Cabo Frio	RJ	BR
CAW	Bartolomeu Lisandro	Campos	RJ	BR
ITP	Itaperuna	Itaperuna	RJ	BR
MEA	Macae	Macae	RJ	BR
REZ	Resende	Resende	RJ	BR
SDU	Santos Dumont	Rio De Janeiro	RJ	BR
RIO	All airports	Rio De Janeiro	RJ	BR
GIG	 Intl	Rio De Janeiro	RJ	BR
MVF	Dixsept Rosado	Mossoro	RN	BR
NAT	Augusto Severo	Natal	RN	BR
SNZ	Santa Cruz	Santa Cruz	RN	BR
AQM	Ariquemes	Ariquemes	RO	BR
OAL	Cacoal	Cacoal	RO	BR
CSW	Colorado do Oeste	Colorado do Oeste	RO	BR
CQS	Costa Marques	Costa Marques	RO	BR
GJM	Guajara-Mirim	Guajara-Mirim	RO	BR
JPR	Ji-Parana	Ji-Parana	RO	BR
PBQ	Pimenta Bueno	Pimenta Bueno	RO	BR
PVH	Belmonte	Porto Velho	RO	BR
BVH	Vilhena	Vilhena	RO	BR
BVB	Boa Vista	Boa Vista	RR	BR
ALQ	Federal	Alegrete	RS	BR
BGX	Bage	Bage	RS	BR
BGV	Bento Goncalves	Bento Goncalves	RS	BR
CXJ	Campo Dos Bugres	Caxias Do Sul	RS	BR
CZB	Carlos Ruhl	Cruz Alta	RS	BR
ERM	Comandante Kraemer	Erechim	RS	BR
GCV	Gravatai	Gravatai	RS	BR
HRZ	Horizontina	Horizontina	RS	BR
IJU	J.Batista Bos Filho	Ijui	RS	BR
ITQ	Itaqui	Itaqui	RS	BR
LVB	Dos Galpoes	Livramento	RS	BR
PFB	Passo Fundo	Passo Fundo	RS	BR
PET	Federal	Pelotas	RS	BR
POA	Salgado Filho	Porto Alegre	RS	BR
RIG	Rio Grande	Rio Grande	RS	BR
CSU	Santa Cruz Do Sul	Santa Cruz Do Sul	RS	BR
RIA	Base Aerea	Santa Maria	RS	BR
SRA	Santa Rosa	Santa Rosa	RS	BR
CTQ	Do Palmar	Santa Vitoria	RS	BR
GEL	Sepe Tiaraju	Santo Angelo	RS	BR
SQY	Sao Lourenco Do Sul	Sao Lourenco Do Sul	RS	BR
TSQ	Torres	Torres	RS	BR
URG	Ruben Berta	Uruguaiana	RS	BR
BNU	Blumenau	Blumenau	SC	BR
CFC	Cacador	Cacador	SC	BR
XAP	Chapeco	Chapeco	SC	BR
CCI	Concordia	Concordia	SC	BR
CCM	Criciuma	Criciuma	SC	BR
FLN	Hercilio Luz	Florianopolis	SC	BR
JCB	Joacaba	Joacaba	SC	BR
JOI	Cubatao	Joinville	SC	BR
LAJ	Lages	Lages	SC	BR
LOI	Helmuth Baungartem	Lontras	SC	BR
NVT	Navegantes	Navegantes	SC	BR
SQX	Sao Miguel Do Oeste	Sao Miguel Do Oeste	SC	BR
VIA	Videira	Videira	SC	BR
AXE	Xanxere	Xanxere	SC	BR
AJU	Aracaju	Aracaju	SE	BR
ARU	Aracatuba	Aracatuba	SP	BR
AQA	Araraquara	Araraquara	SP	BR
ZFU	Aruja	Aruja	SP	BR
AIF	Assis	Assis	SP	BR
BAT	Barretos	Barretos	SP	BR
BAU	Bauru	Bauru	SP	BR
BJP	Braganca Paulista	Braganca Paulista	SP	BR
CPQ	Campinas	Campinas	SP	BR
FRC	Franca	Franca	SP	BR
GUJ	Guaratingueta	Guaratingueta	SP	BR
JLS	Jales	Jales	SP	BR
LIP	Lins	Lins	SP	BR
MII	Dr Gastao Vidigal	Marilia	SP	BR
OUS	Ourinhos	Ourinhos	SP	BR
PPB	A. De Barros	Presidente Prudente	SP	BR
RAO	Leite Lopes	Ribeirao Preto	SP	BR
SFV	Santa Fe Do Sul	Santa Fe Do Sul	SP	BR
SSZ	Santos	Santos	SP	BR
SJP	Sao Jose Do Rio Preto	Sao Jose Do Rio Preto	SP	BR
SJK	Sao Jose Dos Campos	Sao Jose Dos Campos	SP	BR
CGH	Congonhas	Sao Paulo	SP	BR
GRU	Guarulhos Intl	Sao Paulo	SP	BR
